"ID"	"HAUTEUR"	"sur_map"	"sur_int"	"LIBELLE"	"LIBELONG"	"TYPEZONE"
"BATIMENT0000000334361670"	2.9	109.042	109.042	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361671"	6.2	151.368	151.368	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361698"	2.4	5.12746	5.12746	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361675"	10.1	113.612	113.612	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361677"	5.8	91.0015	91.0015	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361680"	10.4	86.1201	86.1201	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361681"	8.6	45.2474	45.2474	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361682"	7.2	65.1468	65.1468	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361683"	9.8	42.6878	42.6878	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361684"	5.5	75.1782	75.1782	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361807"	0	17.2993	17.2993	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361685"	5.4	71.6543	71.6543	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361686"	5.3	69.7943	69.7943	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361687"	6.4	59.8042	59.8042	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361689"	2.1	7.97605	7.97605	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361690"	6.9	98.2678	98.2678	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361691"	7.1	107.367	107.367	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361699"	8.1	48.8977	48.8977	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361700"	9.5	48.5802	48.5802	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361703"	4.6	99.9333	99.9333	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361704"	8.4	49.0692	49.0692	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361705"	3.3	38.2448	38.2448	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361706"	3.4	1.34292	1.34292	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361708"	3.4	22.5894	22.5894	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361709"	7.3	47.9745	47.9745	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361712"	5.3	94.2813	94.2813	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361713"	6.1	53.2082	53.2082	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361714"	7.2	54.4289	54.4289	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361715"	7.8	61.0417	61.0417	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361716"	3.1	8.67606	8.67606	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361717"	7.9	51.7145	51.7145	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361720"	5.9	156.332	156.332	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361721"	7.6	51.7714	51.7714	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361724"	6.4	76.5778	76.5778	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361731"	6.3	108.318	108.318	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361732"	1.5	11.6509	11.6509	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361733"	7.9	63.4306	63.4306	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361734"	5.2	29.4385	29.4385	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361735"	6.2	154.346	154.346	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361737"	7	50.3593	50.3593	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361739"	7.9	51.1407	51.1407	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361741"	4.6	21.7675	21.7675	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361743"	6.1	61.7689	61.7689	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361744"	3.5	144.626	144.626	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361747"	3	46.7165	46.7165	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361749"	8.3	80.0528	80.0528	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361750"	8.7	51.2661	51.2661	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361752"	9.7	73.558	73.558	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361753"	2	15.4799	15.4799	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361755"	13	516.311	516.311	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361788"	6.7	51.2184	51.2184	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361758"	8.4	129.72	129.72	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361760"	4.8	108.25	108.25	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361765"	3.6	185.023	185.023	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361766"	3.7	72.9162	72.9162	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361767"	6.6	115.063	115.063	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361768"	5	80.2217	80.2217	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361770"	6.1	64.3092	64.3092	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361772"	8.6	125.926	125.926	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361774"	5.4	6.50301	6.50301	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361775"	10.3	52.0403	52.0403	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361780"	10.5	42.9165	42.9165	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361783"	5.9	67.6593	67.6593	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361784"	5.2	73.8773	73.8773	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361787"	7.1	86.0899	86.0899	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361789"	9.4	124.938	124.938	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361790"	5.7	113.631	113.631	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361791"	5.7	65.7789	65.7789	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361793"	9.9	50.4613	50.4613	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361795"	10	87.1311	87.1311	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361796"	5.3	17.5801	17.5801	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361800"	6.8	51.0268	51.0268	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361805"	0	22.8701	22.8701	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361808"	0	102.928	102.928	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361813"	4.5	94.6645	94.6645	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361814"	14.2	762.404	762.404	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361816"	2.2	219.76	219.76	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361817"	15.3	455.805	455.805	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361821"	9.7	200.601	200.601	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361822"	4.9	30.688	30.688	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361823"	6.2	60.5453	60.5453	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361824"	7.8	75.993	75.993	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361827"	6	37.4918	37.4918	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361830"	8.9	41.7926	41.7926	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361831"	9.7	8.22015	8.22015	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361832"	8.1	73.0453	73.0453	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361834"	6	107.599	107.599	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361836"	3.6	56.9875	0	"UAb"	"Secteurs situes de part et d?autre des axes a restructurer

(Av du General de Gaulle, bd Pierre Brossolette, av. Ledru Rollin / 8 mai 1945)"	"U"
"BATIMENT0000000334361836"	3.6	56.9875	56.9875	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361837"	7.6	62.2494	62.2494	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361838"	7.3	65.9443	65.9443	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361839"	7.3	69.9607	69.9607	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361840"	7.5	76.6425	76.6425	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361841"	6.5	129.944	129.944	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361842"	6.4	99.9646	99.9646	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361845"	6.1	109.487	109.487	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361846"	6.2	74.7835	74.7835	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361861"	8.3	31.3185	31.3185	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361848"	5.1	202.135	202.135	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361852"	4.8	66.1442	66.1442	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361853"	3.4	183.51	183.51	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361854"	2.3	10.5072	10.5072	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361856"	7.6	68.9162	68.9162	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361857"	2.8	6.21813	6.21813	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361858"	6.7	98.204	98.204	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361862"	8.3	30.0814	30.0814	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361863"	8.5	51.259	51.259	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361864"	8	89.4307	89.4307	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361865"	6.2	87.2696	87.2696	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361868"	4	79.4772	79.4772	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361869"	6.5	115.018	115.018	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361870"	7	102.358	102.358	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361871"	4.4	29.4182	29.4182	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361872"	7.7	71.9969	71.9969	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361882"	6.3	59.4143	59.4143	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361873"	6.9	90.9435	90.9435	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361875"	14.3	278.479	278.479	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361876"	11.8	80.5341	80.5341	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361878"	6.9	100.173	100.173	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361879"	6.2	73.7391	73.7391	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361880"	4.2	73.4743	73.4743	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361881"	4.7	68.2533	68.2533	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361883"	4.2	57.9934	57.9934	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361885"	3.3	82.1465	82.1465	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361887"	8.3	37.8788	37.8788	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361888"	5.2	125.488	125.488	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361891"	6.4	549.246	549.246	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361895"	5.4	89.636	89.636	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361896"	5.5	50.0533	50.0533	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361897"	5.5	18.8453	18.8453	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361903"	2.7	21.2427	21.2427	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361904"	7.8	87.5552	87.5552	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361907"	3.9	50.014	50.014	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361909"	0	10.5236	10.5236	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361913"	5.3	86.3058	86.3058	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361915"	6.7	89.6972	89.6972	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361916"	8.7	75.2999	75.2999	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361917"	10.3	202.013	202.013	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361918"	1.6	292.053	292.053	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361919"	1.2	132.426	132.426	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361921"	2.2	46.9972	46.9972	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361923"	2.4	87.2311	87.2311	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361925"	13.9	184.243	184.243	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361926"	11.7	183.017	183.017	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361928"	5.7	71.7449	71.7449	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361929"	6.3	82.5982	82.5982	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361931"	5.9	89.264	89.264	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361933"	5.7	99.4092	99.4092	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361934"	14	774.985	774.985	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361936"	8.6	61.7085	61.7085	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361938"	14.1	585.834	585.834	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361942"	3.1	26.1378	26.1378	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361943"	6	105.337	105.337	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361944"	6.1	109.231	109.231	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361946"	7.8	50.644	50.644	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334364120"	0	12.097	12.097	"UL"	"Secteur du lotissement du Parc"	"U"
"BATIMENT0000000334361947"	2.5	239.957	239.957	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361948"	5.1	79.5096	79.5096	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361949"	7.8	95.4458	95.4458	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361950"	6.6	121.889	121.889	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361951"	6.6	142.306	142.306	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361952"	5.9	69.0591	69.0591	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361954"	6	47.4909	47.4909	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334361969"	8.7	55.4952	55.4952	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361972"	6.9	45.0727	0.0610409	"UAb"	"Secteurs situes de part et d?autre des axes a restructurer

(Av du General de Gaulle, bd Pierre Brossolette, av. Ledru Rollin / 8 mai 1945)"	"U"
"BATIMENT0000000334361972"	6.9	45.0727	44.9791	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361975"	5.8	37.951	0.333694	"UAb"	"Secteurs situes de part et d?autre des axes a restructurer

(Av du General de Gaulle, bd Pierre Brossolette, av. Ledru Rollin / 8 mai 1945)"	"U"
"BATIMENT0000000334361975"	5.8	37.951	37.6336	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362040"	0	29.1048	29.1048	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361979"	4.6	78.4827	78.4827	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361980"	4.6	104.791	104.791	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361981"	10.7	97.5801	97.5801	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361985"	5.8	89.3759	89.3759	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361986"	4.9	65.6716	65.6716	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361987"	8	62.0294	62.0294	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361988"	6.6	61.0324	61.0324	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361989"	2.4	308.744	308.744	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361990"	7.4	109.235	109.235	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361991"	5.3	56.6253	56.6253	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361993"	4.7	137.252	137.252	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361994"	7.6	64.6669	64.6669	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361995"	8.1	73.0542	73.0542	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361996"	6.1	117.508	117.508	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361998"	5.1	86.5207	86.5207	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361999"	6.3	100.219	100.219	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362001"	7.7	41.9236	41.9236	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362002"	7.9	42.2126	42.2126	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362003"	8	41.5899	41.5899	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362005"	7	56.4679	56.4679	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362006"	5.5	58.8117	58.8117	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362008"	5	107.01	107.01	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362009"	8.6	103.274	103.274	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362010"	7.3	22.4714	22.4714	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362011"	2.9	24.1683	24.1683	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362012"	7.2	57.1185	57.1185	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362016"	5.3	108.894	108.894	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362017"	3.8	57.3708	57.3708	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362019"	4.7	113.179	113.179	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362028"	4	95.287	95.287	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334362020"	4.9	76.5545	76.5545	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362030"	5.4	70.1009	70.1009	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334362021"	14.2	816.081	816.081	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362023"	6.9	132.979	132.979	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334362024"	6	58.4174	58.4174	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334362025"	6	61.7463	61.7463	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334362027"	7	66.6867	66.6867	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334362029"	6	120.701	120.701	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334362032"	7.4	86.5656	86.5656	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362033"	7.2	129.739	129.739	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362039"	0	20.1642	20.1642	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362042"	0	14.8532	14.8532	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362046"	5.8	73.684	73.684	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362047"	14.1	447.525	447.525	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362068"	1.8	37.2591	37.2591	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362064"	7	86.8243	86.8243	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362054"	2.8	56.854	56.854	"UAb"	"Secteurs situes de part et d?autre des axes a restructurer

(Av du General de Gaulle, bd Pierre Brossolette, av. Ledru Rollin / 8 mai 1945)"	"U"
"BATIMENT0000000334362056"	14.6	220.821	220.821	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362057"	6.4	112.473	112.473	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334362060"	7.4	74.8526	74.8526	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362063"	6.3	86.3203	86.3203	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362072"	4.9	52.2507	52.2507	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362073"	2.6	104.958	104.958	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362075"	4.3	145.391	145.391	"UAb"	"Secteurs situes de part et d?autre des axes a restructurer

(Av du General de Gaulle, bd Pierre Brossolette, av. Ledru Rollin / 8 mai 1945)"	"U"
"BATIMENT0000000334362076"	7.6	54.8517	54.8517	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362077"	4.4	16.3509	16.3509	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362078"	5.2	80.9897	80.9897	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362080"	5.5	101.228	101.228	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362081"	7	88.8817	88.8817	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334362082"	8.4	103.771	103.771	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362084"	9.2	140.751	140.751	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362085"	10.7	37.1135	37.1135	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362086"	8.2	137.434	137.434	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362088"	6.2	81.6903	81.6903	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362089"	5.6	82.8827	82.8827	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362090"	6	59.9716	59.9716	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362091"	5.9	81.7514	81.7514	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362093"	7.1	127.013	127.013	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334362095"	4.5	29.223	29.223	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334362099"	0	27.9328	27.9328	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362100"	0	18.9841	18.9841	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334362102"	0	28.9706	28.9706	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
