"ID"	"HAUTEUR"	"sur_map"	"sur_int"	"LIBELLE"	"LIBELONG"	"TYPEZONE"
"BATIMENT0000000334370364"	4.3	74.8164	74.8164	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334370370"	11.1	6.62689	6.62689	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334370371"	11.1	5.99228	5.99228	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334370372"	11.1	18.0704	18.0704	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334370377"	5.9	1.40755	1.40755	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334370380"	0	4.97935	4.97935	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334370386"	6.9	2.62392	2.62392	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334370388"	0	39.1107	39.1107	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334370390"	0	14.6289	14.6289	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334370391"	3.3	15.2879	15.2879	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334373114"	4.6	6.67247	6.67247	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334370395"	0	12.6192	12.6192	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334370408"	0	8.05072	8.05072	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334370411"	5.7	1.8347	1.8347	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334370415"	0	10.9106	10.9106	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334370418"	0	4.16574	4.16574	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334370419"	0	4.70678	4.70678	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334370425"	0	5.28035	5.28035	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334370482"	9.2	0.866489	0.866489	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334370527"	5.7	2.44086	2.44086	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334372973"	7.6	11.4863	11.4863	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373089"	0	2.83591	2.83591	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373091"	4.7	1.18807	1.18807	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334370575"	0	4.71899	4.71899	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334373092"	2.6	11.5224	11.5224	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373105"	7	22.9995	22.9995	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373121"	4.5	21.7507	21.7507	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373196"	0	8.7512	8.7512	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334370748"	4.6	298.264	0.105767	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334370748"	4.6	298.264	298.158	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334370804"	5.8	38.8097	38.8097	"UAb"	"Secteurs situes de part et d autre des axes a restructurer

(Av du General de Gaulle, bd Pierre Brossolette, av. Ledru Rollin / 8 mai 1945)"	"U"
"BATIMENT0000000334370805"	5.7	157.631	157.631	"UAb"	"Secteurs situes de part et d autre des axes a restructurer

(Av du General de Gaulle, bd Pierre Brossolette, av. Ledru Rollin / 8 mai 1945)"	"U"
"BATIMENT0000000334373265"	5.1	69.0968	69.0968	"UAb"	"Secteurs situes de part et d autre des axes a restructurer

(Av du General de Gaulle, bd Pierre Brossolette, av. Ledru Rollin / 8 mai 1945)"	"U"
"BATIMENT0000000334370871"	1.7	46.6681	46.6681	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334370873"	1.9	16.2557	16.2557	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334370905"	1.7	39.1016	39.1016	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334370973"	6.1	1.53767	1.53767	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334370984"	5.7	42.351	42.351	"URb"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334370985"	5	55.3439	55.3439	"URb"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334370988"	6.3	767.988	767.988	"URb"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334370989"	6.5	171.918	171.918	"URb"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334370991"	5.7	136.077	136.077	"URb"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334370992"	6.4	2.92077	2.92077	"URb"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334370993"	5.2	84.2838	84.2838	"URb"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334370994"	5.9	60.5798	60.5798	"URb"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334370995"	6.3	83.5467	83.5467	"URb"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334370996"	0	8.59965	8.59965	"URb"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334371328"	4	13.0332	13.0332	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371597"	3.5	21.2628	21.2628	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334371600"	5.3	38.1608	38.1608	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334371732"	1.5	10.536	10.536	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334371928"	4.1	14.3103	14.3103	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334372166"	3.9	18.0403	18.0403	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334373049"	0	2.84406	2.84406	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334372550"	1.5	16.3595	16.3595	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334373051"	0	7.79995	7.79995	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334372971"	0	19.4331	19.4331	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334372690"	2.3	1.58229	1.58229	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334372783"	2.8	49.5014	49.5014	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334372784"	2.8	57.1728	57.1728	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334372964"	0	11.0797	11.0797	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334372839"	2.5	142.085	141.784	"UAb"	"Secteurs situes de part et d autre des axes a restructurer

(Av du General de Gaulle, bd Pierre Brossolette, av. Ledru Rollin / 8 mai 1945)"	"U"
"BATIMENT0000000334372839"	2.5	142.085	0.301045	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334372843"	2.4	29.0789	0	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334372843"	2.4	29.0789	29.0789	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334372849"	3.8	185.417	185.417	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334372853"	10.1	832.96	832.96	"UEb"	"Secteur d evolution"	"U"
"BATIMENT0000000334372854"	4.6	122.956	122.956	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334372961"	0	3.16971	3.16971	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334372963"	0	5.65582	5.65582	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334372966"	0	26.8914	26.8914	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334372972"	7.1	2.73426	2.73426	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334372988"	0	4.85809	4.85809	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334372990"	5.8	303.013	303.013	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334372991"	5.9	33.4819	33.4819	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334372992"	5.9	90.5626	90.5626	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334372993"	9.4	13.2887	13.2887	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373000"	3.8	39.4514	39.4514	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373001"	0	32.156	32.156	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373002"	0	1.52988	1.52988	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373006"	7.7	3.80837	3.80837	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373047"	0	8.15392	8.15392	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373010"	0	3.40558	3.40558	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373011"	5.4	6.66468	6.66468	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373012"	6.4	13.4107	13.4107	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373014"	6.6	25.8449	25.8449	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373017"	0	11.1729	11.1729	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373019"	0	14.7574	14.7574	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373020"	0	2.31921	2.31921	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373034"	8	5.02084	5.02084	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373022"	3.7	15.8032	15.8032	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373024"	5.9	3.57242	3.57242	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373026"	5.7	19.1926	19.1926	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373028"	5.5	9.74888	9.74888	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373048"	0	18.3952	18.3952	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373036"	7.9	9.85471	9.85471	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373038"	0	5.92014	5.92014	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373041"	0	16.8776	16.8776	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373044"	0	17.988	17.988	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373045"	0	19.2374	19.2374	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373046"	0	7.77145	7.77145	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373054"	7	7.06758	7.06758	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373062"	18.1	1.89601	1.89601	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373060"	4.7	57.905	57.905	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373071"	0	8.93885	8.93885	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373073"	5.3	29.653	29.653	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373076"	0	27.6593	27.6593	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373077"	5.5	10.839	10.839	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373084"	0	5.10216	5.10216	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373088"	0	9.52084	9.52084	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373094"	3.8	3.8815	3.8815	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373095"	0	57.2582	57.2582	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373102"	0	7.85232	7.85232	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373103"	0	62.8429	62.8429	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373108"	5.3	3.73501	3.73501	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373111"	0	7.35607	7.35607	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373128"	0	1.80645	1.80645	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373117"	0	8.9102	8.9102	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373120"	9.4	9.71175	9.71175	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373127"	0	6.34705	6.34705	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373129"	0	18.9883	18.9883	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373130"	0	3.42165	3.42165	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373132"	6.6	6.74986	6.74986	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373136"	0	19.0412	19.0412	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373139"	3.6	18.4387	18.4387	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373147"	0	22.536	22.536	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373149"	9.5	8.09651	8.09651	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373152"	3.2	40.2303	40.2303	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373156"	0	1.40772	1.40772	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373157"	0	9.53283	9.53283	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373163"	0	6.55441	6.55441	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373165"	7.7	9.3495	9.3495	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373166"	8.5	2.56316	2.56316	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373168"	7.2	8.10038	8.10038	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373177"	7.1	4.03187	4.03187	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373181"	0	6.11083	6.11083	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373183"	0	5.09778	5.09778	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373195"	0	17.1444	17.1444	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373199"	0	5.47612	5.47612	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373203"	0	12.5879	12.5879	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373213"	0	11.1514	11.1514	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373217"	6.9	2.85602	2.85602	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373218"	5.8	20.643	20.643	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373220"	4.1	16.42	16.42	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373221"	5.1	22.7586	22.7586	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373224"	6.7	11.3752	11.3752	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373225"	0	4.61763	4.61763	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373235"	5.5	101.595	101.595	"UEb"	"Secteur d evolution"	"U"
"BATIMENT0000000334373240"	0	21.1393	21.1393	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373239"	0	26.168	26.168	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373268"	4.7	70.8096	70.8096	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373321"	4.7	31.8412	31.8412	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373348"	3.6	95.6693	95.6693	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373355"	2.4	110.205	108.883	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334373355"	2.4	110.205	1.15534	"UAb"	"Secteurs situes de part et d autre des axes a restructurer

(Av du General de Gaulle, bd Pierre Brossolette, av. Ledru Rollin / 8 mai 1945)"	"U"
"BATIMENT0000000334373497"	1.7	11.6546	11.6546	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334373515"	2.3	27.8572	27.8572	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334362638"	9.2	1.48121	1.48121	"UAb"	"Secteurs situes de part et d?autre des axes a restructurer

(Av du General de Gaulle, bd Pierre Brossolette, av. Ledru Rollin / 8 mai 1945)"	"U"
"BATIMENT0000000334362197"	7.7	30.0109	30.0109	"UAb"	"Secteurs situes de part et d?autre des axes a restructurer

(Av du General de Gaulle, bd Pierre Brossolette, av. Ledru Rollin / 8 mai 1945)"	"U"
"BATIMENT0000000334362262"	2	26.7637	26.7637	"UAb"	"Secteurs situes de part et d?autre des axes a restructurer

(Av du General de Gaulle, bd Pierre Brossolette, av. Ledru Rollin / 8 mai 1945)"	"U"
"BATIMENT0000000334365472"	5.4	149.473	149.473	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334368067"	3.9	1.15949	1.15949	"UEa"	"Secteur d'evolution"	"U"
"BATIMENT0000000334368070"	0	15.1385	15.1385	"UEa"	"Secteur d'evolution"	"U"
"BATIMENT0000000334362590"	0	14.381	14.381	"UAb"	"Secteurs situes de part et d?autre des axes a restructurer

(Av du General de Gaulle, bd Pierre Brossolette, av. Ledru Rollin / 8 mai 1945)"	"U"
"BATIMENT0000000334369572"	14.5	112.271	112.271	"UH"	"Centre historique a valoriser"	"U"
"BATIMENT0000000334370336"	4	18.2937	18.2937	"URb"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334372837"	3.1	166.929	166.929	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334373357"	5.5	18.4933	18.4933	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000356467775"	5.6	57.9203	57.9203	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000356467108"	5.9	154.202	154.202	"UAb"	"Secteurs situes de part et d?autre des axes a restructurer

(Av du General de Gaulle, bd Pierre Brossolette, av. Ledru Rollin / 8 mai 1945)"	"U"
"BATIMENT0000000356467214"	6.4	35.797	35.797	"UAb"	"Secteurs situes de part et d?autre des axes a restructurer

(Av du General de Gaulle, bd Pierre Brossolette, av. Ledru Rollin / 8 mai 1945)"	"U"
"BATIMENT0000000356467292"	10.7	147.964	147.964	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000356467353"	10.9	472.878	472.878	"UAb"	"Secteurs situes de part et d?autre des axes a restructurer

(Av du General de Gaulle, bd Pierre Brossolette, av. Ledru Rollin / 8 mai 1945)"	"U"
"BATIMENT0000000356467778"	3.4	128.015	128.015	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000356467381"	3.6	38.3172	38.3172	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000356467703"	4.8	45.5413	45.5413	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000356467706"	6	40.6512	40.6512	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000356467616"	4.6	55.7069	55.7069	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000356467635"	4.4	8.24175	8.24175	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000356467712"	4.9	74.2927	74.2927	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000356467827"	4.5	95.9886	95.9886	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000356467867"	4.6	65.523	65.523	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000356467872"	4.8	22.3984	22.3984	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371511"	5.9	40.626	40.626	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334371508"	5.5	1175.28	1175.28	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334361102"	5.9	22.8779	22.8779	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334365554"	7.7	9.53342	9.53342	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334365521"	4.3	20.7923	20.7923	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334365883"	3.1	68.4718	68.4718	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334361244"	3.2	96.4266	96.4266	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334361254"	3.3	2.30719	2.30719	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334361168"	3.3	6.0305	6.0305	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334361212"	4.2	34.066	34.066	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334365546"	2	17.0366	17.0366	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334361087"	4	16.6921	16.6921	"UAb"	"Secteurs situes de part et d?autre des axes a restructurer

(Av du General de Gaulle, bd Pierre Brossolette, av. Ledru Rollin / 8 mai 1945)"	"U"
"BATIMENT0000000334361232"	11.6	36.0967	36.0967	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334361088"	2.8	1.00511	1.00511	"UAb"	"Secteurs situes de part et d?autre des axes a restructurer

(Av du General de Gaulle, bd Pierre Brossolette, av. Ledru Rollin / 8 mai 1945)"	"U"
"BATIMENT0000000334361090"	4.6	25.9945	25.9945	"UAb"	"Secteurs situes de part et d?autre des axes a restructurer

(Av du General de Gaulle, bd Pierre Brossolette, av. Ledru Rollin / 8 mai 1945)"	"U"
"BATIMENT0000000334361091"	3.6	5.95333	5.95333	"UAb"	"Secteurs situes de part et d?autre des axes a restructurer

(Av du General de Gaulle, bd Pierre Brossolette, av. Ledru Rollin / 8 mai 1945)"	"U"
"BATIMENT0000000334361092"	1.4	13.5913	13.5913	"UAb"	"Secteurs situes de part et d?autre des axes a restructurer

(Av du General de Gaulle, bd Pierre Brossolette, av. Ledru Rollin / 8 mai 1945)"	"U"
"BATIMENT0000000334361093"	4.4	3.41818	3.41818	"UAb"	"Secteurs situes de part et d?autre des axes a restructurer

(Av du General de Gaulle, bd Pierre Brossolette, av. Ledru Rollin / 8 mai 1945)"	"U"
"BATIMENT0000000334365528"	2	9.42767	9.42767	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334365548"	1.9	22.7207	22.7207	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334365535"	3.1	1.96121	1.96121	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334365536"	3	1.59501	1.59501	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334365551"	2.9	3.36091	3.36091	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334365552"	7.7	5.89582	5.89582	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334365564"	4	5.85106	5.85106	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334365526"	4.5	9.34228	9.34228	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334361103"	2	6.31562	6.31562	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334361141"	3.7	19.0276	19.0276	"UAb"	"Secteurs situes de part et d?autre des axes a restructurer

(Av du General de Gaulle, bd Pierre Brossolette, av. Ledru Rollin / 8 mai 1945)"	"U"
"BATIMENT0000000334361170"	2.4	6.27466	6.27466	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334361150"	10.1	13.8598	13.8598	"UAb"	"Secteurs situes de part et d?autre des axes a restructurer

(Av du General de Gaulle, bd Pierre Brossolette, av. Ledru Rollin / 8 mai 1945)"	"U"
"BATIMENT0000000334361136"	4.9	19.1499	19.1499	"UAb"	"Secteurs situes de part et d?autre des axes a restructurer

(Av du General de Gaulle, bd Pierre Brossolette, av. Ledru Rollin / 8 mai 1945)"	"U"
"BATIMENT0000000334361125"	1.6	4.28497	4.28497	"UAb"	"Secteurs situes de part et d?autre des axes a restructurer

(Av du General de Gaulle, bd Pierre Brossolette, av. Ledru Rollin / 8 mai 1945)"	"U"
"BATIMENT0000000334361163"	2.2	5.89216	5.89216	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334361164"	3.8	7.42217	7.42217	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334361172"	4.3	2.53916	2.53916	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334361112"	5.9	5.73775	5.73775	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
